ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,Franja etaria acusado,Franja etaria victima
4810,1641,POLICIA FEDERAL 2015,JUNIO,31,06/06/2015,9:40:00 PM,VEHICULO - MOTO,COLISION,DORREGO Y CRAMER,DORREGO y CRAMER,CALLE,DORREGO & CRAMER,DORREGO,0,CRAMER,4089,3189,POINT(102143.421875 105626.6484375),1,Saturday,0,0,999,3
4512,1642,POLICIA FEDERAL 2015,JUNIO,18,06/06/2015,12:00:00 PM,VEHICULO - VEHICULO,COLISION,ESTADOS UNIDOS & SARANDI,ESTADOS UNIDOS y SARANDI,CALLE,ESTADOS UNIDOS & SARANDI,ESTADOS UNIDOS,0,SARANDI,5087,20071,POINT(106309.84375 101078.4296875),0,Saturday,0,0,1,1
5012,1643,POLICIA FEDERAL 2015,JUNIO,35,06/06/2015,12:00:00 PM,VEHICULO - MOTO,COLISION,LUGONES Y GRAL PAZ,"LUGONES y PAZ, GRAL. AV.",AVENIDA,"LUGONES & PAZ, GRAL. AV.",LUGONES,0,"PAZ, GRAL. AV.",12151,17041,POINT(96920.65625 108925.6953125),0,Saturday,0,0,2,2
4710,1644,POLICIA FEDERAL 2015,JUNIO,30,06/06/2015,7:00:00 PM,VEHICULO - PEATON,ATROPELLO,MONTES DE OCA Y IRIARTE,"MONTES DE OCA, MANUEL AV. e IRIARTE, GRAL.",AVENIDA,"MONTES DE OCA, MANUEL AV. & IRIARTE, GRAL.","MONTES DE OCA, MANUEL AV.",0,"IRIARTE, GRAL.",13115,9017,POINT(108294.609375 97899.1171875),0,Saturday,0,0,1,2
5013,1645,POLICIA FEDERAL 2015,JUNIO,35,06/06/2015,4:08:00 PM,VEHICULO - MOTO,COLISION,NUÑEZ 2500,NUÑEZ 2500,CALLE,2500 NUÑEZ,NUÑEZ,2500,0,14031,0,POINT(99537.7721078 108719.872095),0,Saturday,0,0,1,4
4532,1646,POLICIA FEDERAL 2015,JUNIO,20,06/06/2015,4:28:00 PM,VEHICULO - MOTO,COLISION,PAVON Y AV BOEDO,PAVON y BOEDO AV.,AVENIDA,PAVON & BOEDO AV.,PAVON,0,BOEDO AV.,17038,2087,POINT(104346.9609375 99898.5),0,Saturday,0,0,2,4
5043,1647,POLICIA FEDERAL 2015,JUNIO,41,06/06/2015,11:00:00 PM,MOTO - MOTO,COLISION,TERRADA & GRAL CESAR DIAZ,"TERRADA y DIAZ, CESAR, GRAL.",CALLE,"TERRADA & DIAZ, CESAR, GRAL.",TERRADA,0,"DIAZ, CESAR, GRAL.",21021,4072,POINT(98672.75 101719.40625),1,Saturday,0,0,1,4
6145,1648,POLICIA FEDERAL 2015,JULIO,44,06/07/2015,4:40:00 PM,SIN DATOS,SIN DATOS,10393 AVDA RIVADAVIA,RIVADAVIA AV. 10393,AVENIDA,10393 RIVADAVIA AV.,RIVADAVIA AV.,10393,0,19046,0,POINT(95734.6578051 98923.0622769),0,Monday,1,0,0,1
5521,1649,POLICIA FEDERAL 2015,JULIO,19,06/07/2015,2:35:00 PM,SIN DATOS,SIN DATOS,2429 AVDA GRAL LAS HERAS,LAS HERAS GENERAL AV. 2429,AVENIDA,2429 LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV.,2429,0,12076,0,POINT(105957.767811 104761.989186),0,Monday,1,0,2,5
5522,1649,POLICIA FEDERAL 2015,JULIO,19,06/07/2015,2:35:00 PM,VEHICULO - VEHICULO,COLISION,2429 AVDA GRAL LAS HERAS,LAS HERAS GENERAL AV. 2429,AVENIDA,2429 LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV.,2429,0,12076,0,POINT(105957.767811 104761.989186),0,Monday,1,1,1,5
6196,1650,POLICIA FEDERAL 2015,JULIO,52,06/07/2015,11:10:00 AM,VEHICULO - MOTO,COLISION,4000 MONTIEL,MONTIEL 4000,CALLE,4000 MONTIEL,MONTIEL,4000,0,13119,0,POINT(97432.8446423 94591.1488066),0,Monday,1,0,1,3
6046,1651,POLICIA FEDERAL 2015,JULIO,49,06/07/2015,10:33:00 PM,VEHICULO - MOTO,COLISION,4500 AVDA GRAL PAZ COLECTORA,"PAZ, GRAL. AV. 4500",AVENIDA,"4500 PAZ, GRAL. AV.","PAZ, GRAL. AV.",4500,0,17041,0,POINT(96067.0582625 107250.1389),1,Monday,1,0,2,4
6047,1651,POLICIA FEDERAL 2015,JULIO,49,06/07/2015,10:33:00 PM,VEHICULO - MOTO,COLISION,4500 AVDA GRAL PAZ COLECTORA,"PAZ, GRAL. AV. 4500",AVENIDA,"4500 PAZ, GRAL. AV.","PAZ, GRAL. AV.",4500,0,17041,0,POINT(96067.0582625 107250.1389),1,Monday,1,1,2,7
5943,1652,POLICIA FEDERAL 2015,JULIO,35,06/07/2015,6:45:00 PM,VEHICULO - PEATON,ATROPELLO,AV CABILDO Y ZUFRIATEGUI,,CALLE,,,,,,,,0,Monday,1,0,1,6
5880,1653,POLICIA FEDERAL 2015,JULIO,34,06/07/2015,6:30:00 AM,VEHICULO - VEHICULO,COLISION,AV SAENZ Y ALCORTA ,"SAENZ AV. y ALCORTA, AMANCIO AV.",AVENIDA,"SAENZ AV. & ALCORTA, AMANCIO AV.",SAENZ AV.,0,"ALCORTA, AMANCIO AV.",20002,1036,POINT(104313.484859088 96914.9727101125),0,Monday,1,0,1,4
5754,1654,POLICIA FEDERAL 2015,JULIO,37,06/07/2015,8:00:00 PM,VEHICULO - MOTO,COLISION,AV. CRAMER Y BLANCO ENCALADA,CRAMER AV. y BLANCO ENCALADA,AVENIDA,CRAMER AV. & BLANCO ENCALADA,CRAMER AV.,0,BLANCO ENCALADA,3189,2083,POINT(99960.5859375 107466.3046875),1,Monday,1,0,1,2
5372,1655,POLICIA FEDERAL 2015,JULIO,6,06/07/2015,11:35:00 AM,VEHICULO - MOTO,COLISION,AVDA BELGRANO 1833,BELGRANO AV. 1833,AVENIDA,1833 BELGRANO AV.,BELGRANO AV.,1833,0,2051,0,POINT(106503.930439 101714.288544),0,Monday,1,0,1,2
5720,1656,POLICIA FEDERAL 2015,JULIO,33,06/07/2015,9:40:00 PM,VEHICULO - MOTO,COLISION,AVDA CABILDO & ZABALA,CABILDO AV. y ZABALA,AVENIDA,CABILDO AV. & ZABALA,CABILDO AV.,0,ZABALA,3005,27001,POINT(101308.1171875 106813.015625),1,Monday,1,0,2,3
6084,1657,POLICIA FEDERAL 2015,JULIO,40,06/07/2015,2:10:00 PM,VEHICULO - VEHICULO,COLISION,AVDA DIRECTORIO & PORTELA,DIRECTORIO AV. y PORTELA,AVENIDA,DIRECTORIO AV. & PORTELA,DIRECTORIO AV.,0,PORTELA,4078,17111,POINT(99266.203125 99180.703125),0,Monday,1,0,0,2
6107,1658,POLICIA FEDERAL 2015,JULIO,42,06/07/2015,11:30:00 AM,VEHICULO - MOTO,COLISION,AVDA JUAN B ALBERDI & FONROUGE,"ALBERDI, JUAN BAUTISTA AV. y FONROUGE",AVENIDA,"ALBERDI, JUAN BAUTISTA AV. & FONROUGE","ALBERDI, JUAN BAUTISTA AV.",0,FONROUGE,1033,6037,POINT(96516.078125 97644.4921875),0,Monday,1,0,0,3
5343,1659,POLICIA FEDERAL 2015,JULIO,14,06/07/2015,1:00:00 PM,SIN DATOS,SIN DATOS,AVDA PASEO COLON Y AVDA SAN JUAN,PASEO COLON AV. y SAN JUAN AV.,AVENIDA,PASEO COLON AV. & SAN JUAN AV.,PASEO COLON AV.,0,SAN JUAN AV.,17028,20040,POINT(108711.0625 100837.09375),0,Monday,1,0,1,3
5592,1660,POLICIA FEDERAL 2015,JULIO,26,06/07/2015,7:45:00 AM,VEHICULO - PEATON,ATROPELLO,AVDA REGIMIENTO DE PATRICIOS & WENCESLAO VILLAFANE,"REGIMIENTO DE PATRICIOS AV. y VILLAFAÑE, WENCESLAO",AVENIDA,"REGIMIENTO DE PATRICIOS AV. & VILLAFAÑE, WENCESLAO",REGIMIENTO DE PATRICIOS AV.,0,"VILLAFAÑE, WENCESLAO",17034,23064,POINT(108545.15625 99409.4921875),0,Monday,1,0,1,2
5557,1661,POLICIA FEDERAL 2015,JULIO,53,06/07/2015,12:15:00 PM,VEHICULO - PEATON,ATROPELLO,BULNES Y CABELLO,BULNES y CABELLO,CALLE,BULNES & CABELLO,BULNES,0,CABELLO,2127,3003,POINT(105198.8671875 105241.2109375),0,Monday,1,0,2,7
5798,1662,POLICIA FEDERAL 2015,JULIO,10,06/07/2015,3:20:00 PM,VEHICULO - PEATON,ATROPELLO,COLOMBRES Y MEXICO,COLOMBRES y MEXICO,CALLE,COLOMBRES & MEXICO,COLOMBRES,0,MEXICO,3145,13076,POINT(104140.03125 101037.6328125),0,Monday,1,0,1,5
5302,1663,POLICIA FEDERAL 2015,JULIO,2,06/07/2015,10:30:00 AM,VEHICULO - MOTO,COLISION,ESTADOS UNIDOS Y DEFENSA,ESTADOS UNIDOS y DEFENSA,CALLE,ESTADOS UNIDOS & DEFENSA,ESTADOS UNIDOS,0,DEFENSA,5087,4016,POINT(108409.7890625 101192.921875),0,Monday,1,0,2,2
5473,1664,POLICIA FEDERAL 2015,JULIO,20,06/07/2015,10:30:00 PM,VEHICULO - MOTO,COLISION,LA RIOJA Y CARLOS CALVO,"LA RIOJA y CALVO, CARLOS",CALLE,"LA RIOJA & CALVO, CARLOS",LA RIOJA,0,"CALVO, CARLOS",12169,3028,POINT(105130 100799.5234375),1,Monday,1,0,2,2
6167,1665,POLICIA FEDERAL 2015,JULIO,48,06/07/2015,5:30:00 PM,VEHICULO - VEHICULO,COLISION,LARRAYA 3365,LARRAYA 3365,CALLE,3365 LARRAYA,LARRAYA,3365,0,12063,0,POINT(98597.7385566 95537.1105898),0,Monday,1,0,2,1
6168,1665,POLICIA FEDERAL 2015,JULIO,48,06/07/2015,5:30:00 PM,VEHICULO - VEHICULO,COLISION,LARRAYA 3365,LARRAYA 3365,CALLE,3365 LARRAYA,LARRAYA,3365,0,12063,0,POINT(98597.7385566 95537.1105898),0,Monday,1,1,0,1
5602,1666,POLICIA FEDERAL 2015,JULIO,28,06/07/2015,9:05:00 AM,VEHICULO - MOTO,COLISION,OLAVARRIA Y AV VELEZ SARSFIELD,OLAVARRIA y VELEZ SARSFIELD AV.,AVENIDA,OLAVARRIA & VELEZ SARSFIELD AV.,OLAVARRIA,0,VELEZ SARSFIELD AV.,16012,23031,POINT(106759.359375 98351.921875),0,Monday,1,0,1,2
5344,1667,POLICIA FEDERAL 2015,JULIO,14,06/07/2015,1:00:00 PM,VEHICULO - PEATON,ATROPELLO,PERU Y HUMBERTO PRIMO,PERU y HUMBERTO 1°,CALLE,PERU & HUMBERTO 1°,PERU,0,HUMBERTO 1°,17071,8035,POINT(108168.9140625 100940.4765625),0,Monday,1,0,2,3
5345,1667,POLICIA FEDERAL 2015,JULIO,14,06/07/2015,1:00:00 PM,VEHICULO - PEATON,ATROPELLO,PERU Y HUMBERTO PRIMO,PERU y HUMBERTO 1°,CALLE,PERU & HUMBERTO 1°,PERU,0,HUMBERTO 1°,17071,8035,POINT(108168.9140625 100940.4765625),0,Monday,1,1,2,3
6048,1668,POLICIA FEDERAL 2015,JULIO,49,06/07/2015,10:39:00 PM,VEHICULO - VEHICULO,COLISION,PLAZA & NUNEZ,PLAZA y NUÑEZ,CALLE,PLAZA & NUÑEZ,PLAZA,0,NUÑEZ,17099,14031,POINT(98127.6640625 107775.9921875),1,Monday,1,0,0,5
6049,1668,POLICIA FEDERAL 2015,JULIO,49,06/07/2015,10:39:00 PM,VEHICULO - VEHICULO,COLISION,PLAZA & NUNEZ,PLAZA y NUÑEZ,CALLE,PLAZA & NUÑEZ,PLAZA,0,NUÑEZ,17099,14031,POINT(98127.6640625 107775.9921875),1,Monday,1,1,2,5
5353,1669,POLICIA FEDERAL 2015,JULIO,46,06/07/2015,5:50:00 PM,VEHICULO - VEHICULO,COLISION,SAN MARTIN Y ZUVIRIA,"SAN MARTIN y MARTINEZ ZUVIRIA, GUSTAVO,",CALLE,"SAN MARTIN & MARTINEZ ZUVIRIA, GUSTAVO,",SAN MARTIN,0,"MARTINEZ ZUVIRIA, GUSTAVO,",20044,13154,POINT(108389.409521518 104256.922665175),0,Monday,1,0,0,2
5373,1670,POLICIA FEDERAL 2015,JULIO,6,06/07/2015,5:00:00 PM,VEHICULO - MOTO,COLISION,SARANDI Y VENEZUELA,SARANDI y REPUBLICA BOLIVARIANA DE VENEZUELA,CALLE,SARANDI & REPUBLICA BOLIVARIANA DE VENEZUELA,SARANDI,0,REPUBLICA BOLIVARIANA DE VENEZUELA,20071,23033,POINT(106298.28125 101564.8671875),0,Monday,1,0,1,4
5753,1671,POLICIA FEDERAL 2015,JULIO,37,06/07/2015,1:00:00 PM,VEHICULO - MOTO,COLISION,ZABALA Y AV. ALVAREZ THOMAS,ZABALA y ALVAREZ THOMAS AV.,AVENIDA,ZABALA & ALVAREZ THOMAS AV.,ZABALA,0,ALVAREZ THOMAS AV.,27001,1059,POINT(100546.734375 105626.890625),0,Monday,1,0,1,3
6957,1672,POLICIA FEDERAL 2015,AGOSTO,36,06/08/2015,7:00:00 AM,VEHICULO - MOTO,COLISION,27 DE FEBRERO AV. & AUT PRES H. J CAMPORA,27 DE FEBRERO AV. y AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA,AVENIDA + AUTOPISTA,27 DE FEBRERO AV. & AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA,27 DE FEBRERO AV.,0,AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA,23026,99643,POINT(102557.144554073 95157.9109310903),0,Thursday,1,0,999,3
6686,1673,POLICIA FEDERAL 2015,AGOSTO,10,06/08/2015,7:00:00 AM,VEHICULO - VEHICULO,COLISION,AV LA PLATA Y TARIJA ,LA PLATA AV. y TARIJA,AVENIDA,LA PLATA AV. & TARIJA,LA PLATA AV.,0,TARIJA,12054,21013,POINT(103422.1328125 99868.2734375),0,Thursday,1,0,1,6
6470,1674,POLICIA FEDERAL 2015,AGOSTO,53,06/08/2015,6:10:00 AM,VEHICULO - VEHICULO,COLISION,AV. LIBERTADOR Y TAGLE,DEL LIBERTADOR AV. y TAGLE,AVENIDA,DEL LIBERTADOR AV. & TAGLE,DEL LIBERTADOR AV.,0,TAGLE,12107,21006,POINT(105874.1953125 105160.96875),0,Thursday,1,0,2,5
6796,1675,POLICIA FEDERAL 2015,AGOSTO,50,06/08/2015,11:10:00 AM,MOTO - PEATON,ATROPELLO,AVDA BOYACA Y AVDA JUAN B JUSTO,"BOYACA y JUSTO, JUAN B. AV.",AVENIDA,"BOYACA & JUSTO, JUAN B. AV.",BOYACA,0,"JUSTO, JUAN B. AV.",2107,10018,POINT(99582.8203125 101993.046875),0,Thursday,1,0,1,2
6839,1676,POLICIA FEDERAL 2015,AGOSTO,39,06/08/2015,7:00:00 PM,VEHICULO - BICICLETA,COLISION,AVDA CONGRESO & BURELA,CONGRESO AV. y BURELA,AVENIDA,CONGRESO AV. & BURELA,CONGRESO AV.,0,BURELA,3156,2130,POINT(97012.5078125 106268.7109375),0,Thursday,1,0,2,4
6698,1677,POLICIA FEDERAL 2015,AGOSTO,11,06/08/2015,2:50:00 AM,VEHICULO - VEHICULO,COLISION,AVDA CORRIENTES & AVDA ANGEL GALLARDO,"CORRIENTES AV. y GALLARDO, ANGEL AV.",AVENIDA,"CORRIENTES AV. & GALLARDO, ANGEL AV.",CORRIENTES AV.,0,"GALLARDO, ANGEL AV.",3174,7016,POINT(102852.84375 103016.703125),1,Thursday,1,0,1,6
6588,1678,POLICIA FEDERAL 2015,AGOSTO,27,06/08/2015,6:00:00 AM,MOTO - PEATON,ATROPELLO,AVDA CORRIENTES Y AVDA RAUL SCALABRINI ORTIZ,"CORRIENTES AV. y SCALABRINI ORTIZ, RAUL AV.",AVENIDA,"CORRIENTES AV. & SCALABRINI ORTIZ, RAUL AV.",CORRIENTES AV.,0,"SCALABRINI ORTIZ, RAUL AV.",3174,20133,POINT(102250.578125 103260.703125),0,Thursday,1,0,1,4
6662,1679,POLICIA FEDERAL 2015,AGOSTO,51,06/08/2015,8:40:00 PM,VEHICULO - MOTO,COLISION,AVDA DEL LIBERTADOR & AVDA OLAZABAL,DEL LIBERTADOR AV. y OLAZABAL,AVENIDA,DEL LIBERTADOR AV. & OLAZABAL,DEL LIBERTADOR AV.,0,OLAZABAL,12107,16015,POINT(101285.078125 108259.4296875),1,Thursday,1,0,1,2
6937,1680,POLICIA FEDERAL 2015,AGOSTO,49,06/08/2015,3:30:00 AM,VEHICULO - VEHICULO,COLISION,AVDA DR RICARDO BALBIN & CORREA,"BALBIN, RICARDO, DR. AV. y CORREA",AVENIDA,"BALBIN, RICARDO, DR. AV. & CORREA","BALBIN, RICARDO, DR. AV.",0,CORREA,4053,3169,POINT(96943.359375 108226.1171875),1,Thursday,1,0,2,4
6885,1681,POLICIA FEDERAL 2015,AGOSTO,45,06/08/2015,5:55:00 PM,VEHICULO - VEHICULO,COLISION,BAHIA BLANCA Y AV. BEIRO,"BAHIA BLANCA y BEIRO, FRANCISCO AV.",AVENIDA,"BAHIA BLANCA & BEIRO, FRANCISCO AV.",BAHIA BLANCA,0,"BEIRO, FRANCISCO AV.",2008,2045,POINT(95948.5 102893.0703125),0,Thursday,1,0,1,2
6231,1682,POLICIA FEDERAL 2015,AGOSTO,3,06/08/2015,4:39:00 AM,VEHICULO - VEHICULO,COLISION,BARTOLOME MITRE & AVDA 9 DE JULIO,"MITRE, BARTOLOME y 9 DE JULIO AV.",AVENIDA,"MITRE, BARTOLOME & 9 DE JULIO AV.","MITRE, BARTOLOME",0,9 DE JULIO AV.,13094,14029,POINT(107492.194800993 102432.534918126),1,Thursday,1,0,2,3
6826,1683,POLICIA FEDERAL 2015,AGOSTO,35,06/08/2015,2:20:00 AM,VEHICULO - VEHICULO,COLISION,CABILDO Y LARRALDE,"CABILDO AV. y LARRALDE, CRISOLOGO AV.",AVENIDA,"CABILDO AV. & LARRALDE, CRISOLOGO AV.",CABILDO AV.,0,"LARRALDE, CRISOLOGO AV.",3005,19028,POINT(99551.1640625 108911.2421875),1,Thursday,1,0,1,5
6480,1684,POLICIA FEDERAL 2015,AGOSTO,16,06/08/2015,5:00:00 AM,VEHICULO - VEHICULO,COLISION,CARLOS CALVO Y BDO DE IRIGOYEN,"CALVO, CARLOS e IRIGOYEN, BERNARDO DE",CALLE,"CALVO, CARLOS & IRIGOYEN, BERNARDO DE","CALVO, CARLOS",0,"IRIGOYEN, BERNARDO DE",3028,9019,POINT(107624.9140625 101051.6328125),1,Thursday,1,0,2,4
6218,1685,POLICIA FEDERAL 2015,AGOSTO,2,06/08/2015,8:00:00 PM,VEHICULO - MOTO,COLISION,CHACABUCO & AVDA INDEPENDENCIA,CHACABUCO e INDEPENDENCIA AV.,AVENIDA,CHACABUCO & INDEPENDENCIA AV.,CHACABUCO,0,INDEPENDENCIA AV.,3214,9010,POINT(108014.484375 101318.5),1,Thursday,1,0,2,2
6918,1686,POLICIA FEDERAL 2015,AGOSTO,47,06/08/2015,8:20:00 AM,VEHICULO - VEHICULO,COLISION,CUENCA 4547,CUENCA 4547,CALLE,4547 CUENCA,CUENCA,4547,0,3200,0,POINT(96172.2988682 104369.302473),0,Thursday,1,0,1,1
7075,1687,POLICIA FEDERAL 2015,AGOSTO,48,06/08/2015,5:30:00 PM,MOTO - MOTO,COLISION,DELLEPIANE Y CIRCUNVALACION GRAL PAZ,"DELLEPIANE, LUIS, TTE. GRAL. y PAZ, GRAL. AV.",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. & PAZ, GRAL. AV.","DELLEPIANE, LUIS, TTE. GRAL.",0,"PAZ, GRAL. AV.",4102,17041,POINT(98029.4286735045 93829.1860419097),0,Thursday,1,0,2,5
6609,1688,POLICIA FEDERAL 2015,AGOSTO,29,06/08/2015,11:45:00 PM,VEHICULO - BICICLETA,COLISION,FRAGATA SARMIENTO Y CUCHA CUCHA,FRAGATA PRES. SARMIENTO y CUCHA CUCHA,CALLE,FRAGATA PRES. SARMIENTO & CUCHA CUCHA,FRAGATA PRES. SARMIENTO,0,CUCHA CUCHA,6049,3199,POINT(100376.5859375 103087.171875),1,Thursday,1,0,0,4
6431,1689,POLICIA FEDERAL 2015,AGOSTO,21,06/08/2015,11:26:00 AM,VEHICULO - PEATON,ATROPELLO,GALLO 1586,GALLO 1586,CALLE,1586 GALLO,GALLO,1586,0,7018,0,POINT(104958.161261 104147.684091),0,Thursday,1,0,2,8
6883,1690,POLICIA FEDERAL 2015,AGOSTO,45,06/08/2015,12:18:00 PM,VEHICULO - MOTO,COLISION,GRAL. PAZ Y RICARDO GUTIERREZ,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",AVENIDA,"PAZ, GRAL. AV. & GUTIERREZ, RICARDO","PAZ, GRAL. AV.",0,"GUTIERREZ, RICARDO",17041,7112,POINT(94386.578125 102925.5078125),0,Thursday,1,0,2,3
6996,1691,POLICIA FEDERAL 2015,AGOSTO,42,06/08/2015,10:00:00 AM,SIN DATOS,SIN DATOS,GUAMINI & TANDIL,GUAMINI y TANDIL,CALLE,GUAMINI & TANDIL,GUAMINI,0,TANDIL,7088,21011,POINT(96047.2265625 96005.9765625),0,Thursday,1,0,999,2
7029,1692,POLICIA FEDERAL 2015,AGOSTO,44,06/08/2015,12:20:00 PM,VEHICULO - VEHICULO,COLISION,IRIGOYEN & SAN BLAS,IRIGOYEN y SAN BLAS,CALLE,IRIGOYEN & SAN BLAS,IRIGOYEN,0,SAN BLAS,9018,20026,POINT(95622.2265625 99633.953125),0,Thursday,1,0,999,8
6292,1693,POLICIA FEDERAL 2015,AGOSTO,8,06/08/2015,12:10:00 PM,VEHICULO - MOTO,COLISION,JUJUY 348,JUJUY AV. 348,AVENIDA,348 JUJUY AV.,JUJUY AV.,348,0,10013,0,POINT(105348.006776 101688.683597),0,Thursday,1,0,1,2
6749,1694,POLICIA FEDERAL 2015,AGOSTO,34,06/08/2015,9:00:00 PM,VEHICULO - MOTO,COLISION,LA PLATA Y BALBASTRO,LA PLATA AV. y BALBASTRO,AVENIDA,LA PLATA AV. & BALBASTRO,LA PLATA AV.,0,BALBASTRO,12054,2011,POINT(103546.075879778 99292.2373496649),1,Thursday,1,0,2,2
6554,1695,POLICIA FEDERAL 2015,AGOSTO,32,06/08/2015,7:40:00 PM,VEHICULO - VEHICULO,COLISION,LAVARDEN Y AV.A.ALCORTA,"LAVARDEN y ALCORTA, AMANCIO AV.",AVENIDA,"LAVARDEN & ALCORTA, AMANCIO AV.",LAVARDEN,0,"ALCORTA, AMANCIO AV.",12001,1036,POINT(105726.7265625 98257.890625),0,Thursday,1,0,1,4
6555,1695,POLICIA FEDERAL 2015,AGOSTO,32,06/08/2015,7:40:00 PM,MOTO - MOTO,COLISION,LAVARDEN Y AV.A.ALCORTA,"LAVARDEN y ALCORTA, AMANCIO AV.",AVENIDA,"LAVARDEN & ALCORTA, AMANCIO AV.",LAVARDEN,0,"ALCORTA, AMANCIO AV.",12001,1036,POINT(105726.7265625 98257.890625),0,Thursday,1,1,1,4
6505,1696,POLICIA FEDERAL 2015,AGOSTO,26,06/08/2015,2:50:00 AM,VEHICULO - VEHICULO,COLISION,MANUEL J SAMPERIO & AUTP 9 DE JULIO,,CALLE,,,,,,,,1,Thursday,1,0,1,3
6506,1696,POLICIA FEDERAL 2015,AGOSTO,26,06/08/2015,2:50:00 AM,VEHICULO - VEHICULO,COLISION,MANUEL J SAMPERIO & AUTP 9 DE JULIO,,CALLE,,,,,,,,1,Thursday,1,1,0,3
7028,1697,POLICIA FEDERAL 2015,AGOSTO,44,06/08/2015,10:51:00 AM,VEHICULO - VEHICULO,COLISION,NAZARRE & BRUSELAS,NAZARRE y BRUSELAS,CALLE,NAZARRE & BRUSELAS,NAZARRE,0,BRUSELAS,14011,2119,POINT(94334.53125 100671.3359375),0,Thursday,1,0,0,2
6540,1698,POLICIA FEDERAL 2015,AGOSTO,30,06/08/2015,8:15:00 AM,VEHICULO - PEATON,ATROPELLO,OSVALDO CRUZ Y AV. VELEZ SARFIELD,"CRUZ, OSVALDO AV. y VELEZ SARSFIELD AV.",AVENIDA,"CRUZ, OSVALDO AV. & VELEZ SARSFIELD AV.","CRUZ, OSVALDO AV.",0,VELEZ SARSFIELD AV.,3196,23031,POINT(106842.7734375 97073.7734375),0,Thursday,1,0,2,3
