ORDEN,ID,Fuente,PERIODO,COMISARIA,FECHA,HORA,TIPO_COLISION,TIPO_HECHO,LUGAR_DEL_HECHO,DIRECCION_NORMALIZADA,TIPO_DE_CALLE,Dirección Normalizada (ArcGIS),Calle,Altura,Cruce,Código de Calle,Código de Cruce,Geocodificación,Franja horaria,Día de la semana,Semestre,repetido,Franja etaria acusado,Franja etaria victima
3316,7550,POLICIA FEDERAL 2015,ABRIL,42,25/04/2015,2:05:00 PM,SIN DATOS,SIN DATOS,AVDA GRAL PAZ COLECTORA & PIZARRO,"PAZ, GRAL. AV. y PIZARRO",AVENIDA,"PAZ, GRAL. AV. & PIZARRO","PAZ, GRAL. AV.",0,PIZARRO,17041,17095,POINT(94823.515625 96559.2265625),0,Saturday,0,0,999,6
3348,7551,POLICIA FEDERAL 2015,ABRIL,44,25/04/2015,3:20:00 PM,VEHICULO - MOTO,COLISION,AVDA RIVADAVIA & ALBARINO,RIVADAVIA AV. y ALBARIÑO,AVENIDA,RIVADAVIA AV. & ALBARIÑO,RIVADAVIA AV.,0,ALBARIÑO,19046,1030,POINT(95713.375 98906.6484375),0,Saturday,0,0,1,4
3167,7552,POLICIA FEDERAL 2015,ABRIL,41,25/04/2015,11:20:00 PM,MOTO - PEATON,ATROPELLO,AVDA WARNES & AVDA CHORROARIN,WARNES AV. y CHORROARIN AV.,AVENIDA,WARNES AV. & CHORROARIN AV.,WARNES AV.,0,CHORROARIN AV.,24002,3237,POINT(98662.515625 103569.953125),1,Saturday,0,0,0,3
3008,7553,POLICIA FEDERAL 2015,ABRIL,11,25/04/2015,8:00:00 AM,VEHICULO - MOTO,COLISION,B. MITRE Y YATAY,"MITRE, BARTOLOME y YATAY",CALLE,"MITRE, BARTOLOME & YATAY","MITRE, BARTOLOME",0,YATAY,13094,26002,POINT(103153.7734375 102057.59375),0,Saturday,0,0,2,2
2771,7554,POLICIA FEDERAL 2015,ABRIL,53,25/04/2015,12:00:00 PM,VEHICULO - PEATON,ATROPELLO,BULNES Y CERVIÑO,BULNES y CERVIÑO AV.,AVENIDA,BULNES & CERVIÑO AV.,BULNES,0,CERVIÑO AV.,2127,3120,POINT(105235.84375 105333.1328125),0,Saturday,0,0,1,7
2940,7555,POLICIA FEDERAL 2015,ABRIL,33,25/04/2015,6:00:00 PM,VEHICULO - VEHICULO,COLISION,CUBA & FRANKLIN D ROOSEVELT,CUBA y ROOSEVELT FRANKLIN D.,CALLE,CUBA & ROOSEVELT FRANKLIN D.,CUBA,0,ROOSEVELT FRANKLIN D.,3197,19083,POINT(100412.6796875 108102.21875),0,Saturday,0,0,1,6
2969,7556,POLICIA FEDERAL 2015,ABRIL,51,25/04/2015,1:35:00 PM,VEHICULO - BICICLETA,COLISION,SUCRE Y F. ALCORTA,"SUCRE, ANTONIO JOSE DE, MCAL. y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"SUCRE, ANTONIO JOSE DE, MCAL. & FIGUEROA ALCORTA, PRES. AV.","SUCRE, ANTONIO JOSE DE, MCAL.",0,"FIGUEROA ALCORTA, PRES. AV.",20120,6025,POINT(102511.7734375 108510.921875),0,Saturday,0,0,1,4
3010,7557,POLICIA FEDERAL 2015,ABRIL,11,25/04/2015,7:00:00 PM,VEHICULO - MOTO,COLISION,YATAY 555,YATAY 555,CALLE,555 YATAY,YATAY,555,0,26002,0,POINT(103148.233879 102643.663492),0,Saturday,0,0,1,3
3656,7558,POLICIA FEDERAL 2015,MAYO,19,25/05/2015,1:00:00 PM,VEHICULO - MOTO,COLISION,2800 AVDA PTE FIGUEROA ALCORTA,"FIGUEROA ALCORTA, PRES. AV. 2800",AVENIDA,"2800 FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV.",2800,0,6025,0,POINT(106182.55646 105268.269949),0,Monday,0,0,2,3
3578,7559,POLICIA FEDERAL 2015,MAYO,9,25/05/2015,6:32:00 PM,MOTO - MOTO,COLISION,3553 AVDA CORRIENTES,CORRIENTES AV. 3553,AVENIDA,3553 CORRIENTES AV.,CORRIENTES AV.,3553,0,3174,0,POINT(104414.894132 102823.319647),0,Monday,0,0,1,3
3619,7560,POLICIA FEDERAL 2015,MAYO,20,25/05/2015,7:30:00 AM,VEHICULO - VEHICULO,COLISION,AV GARAY Y ESTEBAN DE LUCA,"GARAY, JUAN DE AV. y LUCA, ESTEBAN DE",AVENIDA,"GARAY, JUAN DE AV. & LUCA, ESTEBAN DE","GARAY, JUAN DE AV.",0,"LUCA, ESTEBAN DE",7026,12147,POINT(105479.609375 100031.8125),0,Monday,0,0,2,3
4164,7561,POLICIA FEDERAL 2015,MAYO,47,25/05/2015,6:25:00 PM,VEHICULO - MOTO,COLISION,AV. GRAL PAZ Y AV. ALBARELLOS,"PAZ, GRAL. AV. y ALBARELLOS AV.",AVENIDA,"PAZ, GRAL. AV. & ALBARELLOS AV.","PAZ, GRAL. AV.",0,ALBARELLOS AV.,17041,1029,POINT(95377.4453125 105484.3671875),0,Monday,0,0,1,3
3690,7562,POLICIA FEDERAL 2015,MAYO,53,25/05/2015,9:30:00 AM,VEHICULO - VEHICULO,COLISION,AV. LAS HERAS Y AUSTRIA,LAS HERAS GENERAL AV. y AUSTRIA,AVENIDA,LAS HERAS GENERAL AV. & AUSTRIA,LAS HERAS GENERAL AV.,0,AUSTRIA,12076,1138,POINT(105813.859375 104906.421875),0,Monday,0,0,1,4
3689,7563,POLICIA FEDERAL 2015,MAYO,53,25/05/2015,6:10:00 PM,VEHICULO - MOTO,COLISION,AV. LIBERTADOR Y CNEL. DIAZ,"DEL LIBERTADOR AV. y DIAZ, CNEL. AV.",AVENIDA,"DEL LIBERTADOR AV. & DIAZ, CNEL. AV.",DEL LIBERTADOR AV.,0,"DIAZ, CNEL. AV.",12107,4073,POINT(105381.671875 105406.984375),0,Monday,0,0,2,3
3675,7564,POLICIA FEDERAL 2015,MAYO,23,25/05/2015,3:15:00 PM,VEHICULO - MOTO,COLISION,AV. SANTA FE Y SCALABRINI ORTIZ,"SANTA FE AV. y SCALABRINI ORTIZ, RAUL",AVENIDA,"SANTA FE AV. & SCALABRINI ORTIZ, RAUL",SANTA FE AV.,0,"SCALABRINI ORTIZ, RAUL",20057,20133,POINT(104344.046875 104893.171875),0,Monday,0,0,1,4
3674,7565,POLICIA FEDERAL 2015,MAYO,23,25/05/2015,12:10:00 AM,VEHICULO - MOTO,COLISION,AV. SANTA FE Y URIARTE,SANTA FE AV. y URIARTE,AVENIDA,SANTA FE AV. & URIARTE,SANTA FE AV.,0,URIARTE,20057,22010,POINT(103759.59505227 105425.166617762),1,Monday,0,0,2,2
4045,7566,POLICIA FEDERAL 2015,MAYO,38,25/05/2015,12:40:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA ASAMBLEA & AVDA CARABOBO,ASAMBLEA AV. y CARABOBO AV.,AVENIDA,ASAMBLEA AV. & CARABOBO AV.,ASAMBLEA AV.,0,CARABOBO AV.,1128,3061,POINT(101263.486127684 98931.1011366287),0,Monday,0,0,0,2
4979,7566,POLICIA FEDERAL 2015,JUNIO,38,25/05/2015,12:40:00 PM,VEHICULO - PEATON,ATROPELLO,AVDA ASAMBLEA & AVDA CARABOBO,ASAMBLEA AV. y CARABOBO AV.,AVENIDA,ASAMBLEA AV. & CARABOBO AV.,ASAMBLEA AV.,0,CARABOBO AV.,1128,3061,POINT(101263.486127684 98931.1011366287),0,Monday,0,1,0,2
4276,7567,POLICIA FEDERAL 2015,MAYO,42,25/05/2015,9:00:00 PM,VEHICULO - VEHICULO,COLISION,AVDA EMILIO CASTRO & AVDA GRAL PAZ COLECTORA,"CASTRO, EMILIO AV. y PAZ, GRAL. AV.",AVENIDA,"CASTRO, EMILIO AV. & PAZ, GRAL. AV.","CASTRO, EMILIO AV.",0,"PAZ, GRAL. AV.",3097,17041,POINT(94273.6463071225 96934.3435714291),1,Monday,0,0,2,4
4067,7568,POLICIA FEDERAL 2015,MAYO,50,25/05/2015,12:20:00 AM,VEHICULO - MOTO,COLISION,AVDA NAZCA Y GALICIA,NAZCA AV. y GALICIA,AVENIDA,NAZCA AV. & GALICIA,NAZCA AV.,0,GALICIA,14012,7012,POINT(98852.171875 101199.65625),1,Monday,0,0,1,4
5001,7568,POLICIA FEDERAL 2015,JUNIO,50,25/05/2015,12:20:00 AM,VEHICULO - MOTO,COLISION,AVDA NAZCA Y GALICIA,NAZCA AV. y GALICIA,AVENIDA,NAZCA AV. & GALICIA,NAZCA AV.,0,GALICIA,14012,7012,POINT(98852.171875 101199.65625),1,Monday,0,1,1,4
3740,7569,POLICIA FEDERAL 2015,MAYO,26,25/05/2015,3:45:00 PM,VEHICULO - BICICLETA,COLISION,AVDA REGIMIENTO DE PATRICIOS & MAGALLANES,REGIMIENTO DE PATRICIOS AV. y MAGALLANES,AVENIDA,REGIMIENTO DE PATRICIOS AV. & MAGALLANES,REGIMIENTO DE PATRICIOS AV.,0,MAGALLANES,17034,13010,POINT(108637.546875 98681.125),0,Monday,0,0,0,1
3657,7570,POLICIA FEDERAL 2015,MAYO,19,25/05/2015,8:39:00 PM,VEHICULO - MOTO,COLISION,AVDA SANTA FE & ECUADOR,SANTA FE AV. y ECUADOR,AVENIDA,SANTA FE AV. & ECUADOR,SANTA FE AV.,0,ECUADOR,20057,5001,POINT(105475.40625 103902.40625),1,Monday,0,0,1,2
3528,7571,POLICIA FEDERAL 2015,MAYO,7,25/05/2015,4:55:00 AM,VEHICULO - MOTO,COLISION,AZCUENAGA & AVDA CORDOBA,AZCUENAGA y CORDOBA AV.,AVENIDA,AZCUENAGA & CORDOBA AV.,AZCUENAGA,0,CORDOBA AV.,1147,3165,POINT(105708.421875 103302.4765625),1,Monday,0,0,1,2
3731,7572,POLICIA FEDERAL 2015,MAYO,24,25/05/2015,5:30:00 PM,VEHICULO - VEHICULO,COLISION,BAJADA HUERGO,HUERGO,CALLE,HUERGO,HUERGO,0,0,8029,0,0,0,Monday,0,0,1,4
3732,7572,POLICIA FEDERAL 2015,MAYO,24,25/05/2015,5:30:00 PM,VEHICULO - VEHICULO,COLISION,BAJADA HUERGO,HUERGO,CALLE,HUERGO,HUERGO,0,0,8029,0,0,0,Monday,0,1,1,4
4091,7573,POLICIA FEDERAL 2015,MAYO,35,25/05/2015,4:08:00 AM,VEHICULO - VEHICULO,COLISION,BESARES Y ZAPIOLA,BESARES y ZAPIOLA,CALLE,BESARES & ZAPIOLA,BESARES,0,ZAPIOLA,2073,27008,POINT(98696.515625 109069.1796875),1,Monday,0,0,2,3
4092,7573,POLICIA FEDERAL 2015,MAYO,35,25/05/2015,4:08:00 AM,VEHICULO - VEHICULO,COLISION,BESARES Y ZAPIOLA,BESARES y ZAPIOLA,CALLE,BESARES & ZAPIOLA,BESARES,0,ZAPIOLA,2073,27008,POINT(98696.515625 109069.1796875),1,Monday,0,1,1,3
4208,7574,POLICIA FEDERAL 2015,MAYO,36,25/05/2015,9:00:00 AM,VEHICULO - VEHICULO,COLISION,JOSE BARROS PAZOS & AVDA LAFUENTE,"BARROS PAZOS, JOSE y LAFUENTE AV.",AVENIDA,"BARROS PAZOS, JOSE & LAFUENTE AV.","BARROS PAZOS, JOSE",0,LAFUENTE AV.,2029,12023,POINT(101687.4296875 96824.109375),0,Monday,0,0,1,3
3722,7575,POLICIA FEDERAL 2015,MAYO,16,25/05/2015,8:55:00 AM,VEHICULO - VEHICULO,COLISION,LIMA 1019,LIMA 1019,CALLE,1019 LIMA,LIMA,1019,0,12112,0,POINT(107500.401326 101015.701657),0,Monday,0,0,0,6
3723,7575,POLICIA FEDERAL 2015,MAYO,16,25/05/2015,8:55:00 AM,VEHICULO - PEATON,ATROPELLO,LIMA 1019,LIMA 1019,CALLE,1019 LIMA,LIMA,1019,0,12112,0,POINT(107500.401326 101015.701657),0,Monday,0,1,2,6
3487,7576,POLICIA FEDERAL 2015,MAYO,14,25/05/2015,4:45:00 PM,VEHICULO - VEHICULO,COLISION,PASEO COLON Y JUAN DE GARAY,"PASEO COLON AV. y GARAY, JUAN DE AV.",AVENIDA,"PASEO COLON AV. & GARAY, JUAN DE AV.",PASEO COLON AV.,0,"GARAY, JUAN DE AV.",17028,7026,POINT(108733.90625 100572.5390625),0,Monday,0,0,2,0
3488,7576,POLICIA FEDERAL 2015,MAYO,14,25/05/2015,4:45:00 PM,VEHICULO - VEHICULO,COLISION,PASEO COLON Y JUAN DE GARAY,"PASEO COLON AV. y GARAY, JUAN DE AV.",AVENIDA,"PASEO COLON AV. & GARAY, JUAN DE AV.",PASEO COLON AV.,0,"GARAY, JUAN DE AV.",17028,7026,POINT(108733.90625 100572.5390625),0,Monday,0,1,0,0
4873,7577,POLICIA FEDERAL 2015,JUNIO,51,25/06/2015,12:20:00 AM,VEHICULO - MOTO,COLISION,1104 AVDA MONROE,MONROE 1104,CALLE,1104 MONROE,MONROE,1104,0,4111,0,POINT(101536.225887 108745.269269),1,Thursday,0,0,1,2
4798,7578,POLICIA FEDERAL 2015,JUNIO,29,25/06/2015,3:30:00 PM,VEHICULO - MOTO,COLISION,1618 AVDA WARNES,WARNES AV. 1618,AVENIDA,1618 WARNES AV.,WARNES AV.,1618,0,24002,0,POINT(100470.852057 103576.470203),0,Thursday,0,0,2,2
4557,7579,POLICIA FEDERAL 2015,JUNIO,20,25/06/2015,4:40:00 PM,VEHICULO - MOTO,COLISION,24 DE NOVIEMBRE Y AV JUAN DE GARAY ,"24 DE NOVIEMBRE y GARAY, JUAN DE AV.",AVENIDA,"24 DE NOVIEMBRE & GARAY, JUAN DE AV.",24 DE NOVIEMBRE,0,"GARAY, JUAN DE AV.",23025,7026,POINT(104899.46875 99930.1328125),0,Thursday,0,0,0,4
5026,7580,POLICIA FEDERAL 2015,JUNIO,35,25/06/2015,8:45:00 PM,VEHICULO - MOTO,COLISION,AV. DEL LIBERTADOR Y VEDIA,DEL LIBERTADOR AV. y VEDIA,AVENIDA,DEL LIBERTADOR AV. & VEDIA,DEL LIBERTADOR AV.,0,VEDIA,12107,23016,POINT(99677.984375 110364.28125),1,Thursday,0,0,1,3
4577,7581,POLICIA FEDERAL 2015,JUNIO,15,25/06/2015,5:30:00 PM,VEHICULO - BICICLETA,COLISION,AV. LIBERTADOR 442,DEL LIBERTADOR AV. 442,AVENIDA,442 DEL LIBERTADOR AV.,DEL LIBERTADOR AV.,442,0,12107,0,POINT(107639.315173 104359.404064),0,Thursday,0,0,2,3
5271,7582,POLICIA FEDERAL 2015,JUNIO,48,25/06/2015,7:50:00 AM,VEHICULO - PEATON,ATROPELLO,AV.ESCALADA Y AUT.DELLEPIANE,ESCALADA AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AVENIDA + AUTOPISTA,ESCALADA AV. & AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,5067,99518,POINT(99113.1328125 96318.875),0,Thursday,0,0,1,2
5272,7582,POLICIA FEDERAL 2015,JUNIO,48,25/06/2015,7:50:00 AM,VEHICULO - PEATON,ATROPELLO,AV.ESCALADA Y AUT.DELLEPIANE,ESCALADA AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AVENIDA + AUTOPISTA,ESCALADA AV. & AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,5067,99518,POINT(99113.1328125 96318.875),0,Thursday,0,1,1,2
5275,7583,POLICIA FEDERAL 2015,JUNIO,48,25/06/2015,8:15:00 PM,VEHICULO - VEHICULO,COLISION,AV.PIEDRABUENA Y AV.ARGENTINA,PIEDRA BUENA AV. y ARGENTINA AV.,AVENIDA,PIEDRA BUENA AV. & ARGENTINA AV.,PIEDRA BUENA AV.,0,ARGENTINA AV.,17077,1109,POINT(97306.21875 95125.9609375),1,Thursday,0,0,999,7
5236,7584,POLICIA FEDERAL 2015,JUNIO,44,25/06/2015,1:30:00 PM,VEHICULO - VEHICULO,COLISION,AVDA JUAN B JUSTO & AVDA ALVAREZ JONTE,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV. & ALVAREZ JONTE AV.","JUSTO, JUAN B. AV.",0,ALVAREZ JONTE AV.,10018,1056,POINT(94728.9427126633 99529.7382220353),0,Thursday,0,0,2,2
4424,7585,POLICIA FEDERAL 2015,JUNIO,22,25/06/2015,2:00:00 PM,VEHICULO - BICICLETA,COLISION,AZOPARDO & MEXICO,AZOPARDO y MEXICO,CALLE,AZOPARDO & MEXICO,AZOPARDO,0,MEXICO,1149,13076,POINT(108769.234375 101619.0234375),0,Thursday,0,0,0,4
5096,7586,POLICIA FEDERAL 2015,JUNIO,45,25/06/2015,1:40:00 PM,VEHICULO - MOTO,COLISION,BENITO JUAREZ Y  J. P. VARELA ,"JUAREZ, BENITO y VARELA, JOSE PEDRO",CALLE,"JUAREZ, BENITO & VARELA, JOSE PEDRO","JUAREZ, BENITO",0,"VARELA, JOSE PEDRO",10011,23013,POINT(95286.78125 102234.546875),0,Thursday,0,0,2,2
4647,7587,POLICIA FEDERAL 2015,JUNIO,53,25/06/2015,10:00:00 AM,VEHICULO - VEHICULO,COLISION,CABELLO Y RUGGIERI,"CABELLO y RUGGIERI, SILVIO L.",CALLE,"CABELLO & RUGGIERI, SILVIO L.",CABELLO,0,"RUGGIERI, SILVIO L.",3003,19091,POINT(105102.6015625 105277.8671875),0,Thursday,0,0,1,7
5273,7588,POLICIA FEDERAL 2015,JUNIO,48,25/06/2015,1:15:00 PM,VEHICULO - VEHICULO,COLISION,CORVALAN Y PJE.VIEJO BUENO,CORVALAN y VIEJOBUENO,CALLE,CORVALAN & VIEJOBUENO,CORVALAN,0,VIEJOBUENO,3179,23055,POINT(97549.1953125 97241.2890625),0,Thursday,0,0,1,8
5274,7588,POLICIA FEDERAL 2015,JUNIO,48,25/06/2015,1:15:00 PM,VEHICULO - VEHICULO,COLISION,CORVALAN Y PJE.VIEJO BUENO,CORVALAN y VIEJOBUENO,CALLE,CORVALAN & VIEJOBUENO,CORVALAN,0,VIEJOBUENO,3179,23055,POINT(97549.1953125 97241.2890625),0,Thursday,0,1,1,8
4629,7589,POLICIA FEDERAL 2015,JUNIO,23,25/06/2015,9:10:00 PM,VEHICULO - MOTO,COLISION,JUAN B JUSTO Y PARAGUAY,"JUSTO, JUAN B. AV. y PARAGUAY",AVENIDA,"JUSTO, JUAN B. AV. & PARAGUAY","JUSTO, JUAN B. AV.",0,PARAGUAY,10018,17017,POINT(103146.09375 105359.296875),1,Thursday,0,0,2,3
4825,7590,POLICIA FEDERAL 2015,JUNIO,31,25/06/2015,1:20:00 PM,VEHICULO - MOTO,COLISION,LIBERTADOR 4100,DEL LIBERTADOR AV. 4100,AVENIDA,4100 DEL LIBERTADOR AV.,DEL LIBERTADOR AV.,4100,0,12107,0,POINT(103487.102734 106547.096389),0,Thursday,0,0,2,3
5999,7591,POLICIA FEDERAL 2015,JULIO,45,25/06/2015,7:18:00 PM,VEHICULO - BICICLETA,COLISION,LOPE DE VEGA Y COLECTORA GRAL. PAZ,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",AVENIDA,"LOPE DE VEGA AV. & PAZ, GRAL. AV.",LOPE DE VEGA AV.,0,"PAZ, GRAL. AV.",12126,17041,POINT(93942.9353572393 102026.722117444),0,Thursday,1,0,1,4
5235,7592,POLICIA FEDERAL 2015,JUNIO,44,25/06/2015,7:30:00 AM,VEHICULO - VEHICULO,COLISION,MARCELO GAMBOA & MADERO,"GAMBOA, MARCELO y MADERO",CALLE,"GAMBOA, MARCELO & MADERO","GAMBOA, MARCELO",0,MADERO,7021,13007,POINT(94243.8359375 99708.765625),0,Thursday,0,0,1,4
4824,7593,POLICIA FEDERAL 2015,JUNIO,31,25/06/2015,11:35:00 PM,VEHICULO - PEATON,ATROPELLO,MAURE Y LIBERTADOR,MAURE y DEL LIBERTADOR AV.,AVENIDA,MAURE & DEL LIBERTADOR AV.,MAURE,0,DEL LIBERTADOR AV.,13054,12107,POINT(102651.1875 107141.703125),1,Thursday,0,0,0,2
5118,7594,POLICIA FEDERAL 2015,JUNIO,47,25/06/2015,3:55:00 PM,VEHICULO - MOTO,COLISION,NUEVA YORK Y NAZCA,NUEVA YORK y NAZCA,CALLE,NUEVA YORK & NAZCA,NUEVA YORK,0,NAZCA,14027,14012,POINT(96857.4375 104198.7421875),0,Thursday,0,0,1,6
6099,7595,POLICIA FEDERAL 2015,JULIO,40,25/07/2015,4:00:00 PM,VEHICULO - MOTO,COLISION,3732 AVDA EVA PERON,"PERON, EVA AV. 3732",AVENIDA,"3732 PERON, EVA AV.","PERON, EVA AV.",3732,0,4056,0,POINT(99636.5836204 98101.3433878),0,Saturday,1,0,2,3
6154,7596,POLICIA FEDERAL 2015,JULIO,44,25/07/2015,7:00:00 PM,VEHICULO - VEHICULO,COLISION,5515 TINOGASTA,TINOGASTA 5515,CALLE,5515 TINOGASTA,TINOGASTA,5515,0,21032,0,POINT(94485.9621177 101118.930978),0,Saturday,1,0,1,4
5819,7597,POLICIA FEDERAL 2015,JULIO,10,25/07/2015,3:10:00 PM,VEHICULO - MOTO,COLISION,577 AVDA BOEDO,BOEDO AV. 577,AVENIDA,577 BOEDO AV.,BOEDO AV.,577,0,2087,0,POINT(104270.445767 101095.089738),0,Saturday,1,0,2,3
5914,7598,POLICIA FEDERAL 2015,JULIO,38,25/07/2015,7:30:00 PM,VEHICULO - MOTO,COLISION,7063 AVDA RIVADAVIA,RIVADAVIA AV. 7063,AVENIDA,7063 RIVADAVIA AV.,RIVADAVIA AV.,7063,0,19046,0,POINT(99851.9742153 99989.5553804),0,Saturday,1,0,2,4
5300,7599,POLICIA FEDERAL 2015,JULIO,1,25/07/2015,5:45:00 AM,VEHICULO - PEATON,ATROPELLO,AV CORRIENTES Y MAIPU,CORRIENTES AV. y MAIPU,AVENIDA,CORRIENTES AV. & MAIPU,CORRIENTES AV.,0,MAIPU,3174,13014,POINT(107947.265625 102865.9296875),1,Saturday,1,0,1,3
5577,7600,POLICIA FEDERAL 2015,JULIO,16,25/07/2015,8:25:00 PM,VEHICULO - PEATON,ATROPELLO,AV MONTES DE OCA 40,"MONTES DE OCA, MANUEL AV. 40",AVENIDA,"40 MONTES DE OCA, MANUEL AV.","MONTES DE OCA, MANUEL AV.",40,0,13115,0,POINT(107857.96609 100036.589249),1,Saturday,1,0,1,0
5770,7601,POLICIA FEDERAL 2015,JULIO,37,25/07/2015,7:00:00 AM,MOTO - MOTO,COLISION,AV. ALVAREZ THOMAS Y AV. ELCANO,ALVAREZ THOMAS AV. y ELCANO AV.,AVENIDA,ALVAREZ THOMAS AV. & ELCANO AV.,ALVAREZ THOMAS AV.,0,ELCANO AV.,1059,5017,POINT(100293.3671875 105654.765625),0,Saturday,1,0,999,3
5767,7602,POLICIA FEDERAL 2015,JULIO,37,25/07/2015,6:10:00 PM,VEHICULO - MOTO,COLISION,AV. FOREST Y VIRREY LORETO,"FOREST AV. y LORETO, VIRREY",AVENIDA,"FOREST AV. & LORETO, VIRREY",FOREST AV.,0,"LORETO, VIRREY",6040,12136,POINT(100403.4921875 105493.90625),0,Saturday,1,0,1,2
5564,7603,POLICIA FEDERAL 2015,JULIO,53,25/07/2015,10:00:00 AM,VEHICULO - PEATON,ATROPELLO,AV. LIBERTADOR Y SALGUERO,"DEL LIBERTADOR AV. y SALGUERO, JERONIMO",AVENIDA,"DEL LIBERTADOR AV. & SALGUERO, JERONIMO",DEL LIBERTADOR AV.,0,"SALGUERO, JERONIMO",12107,20012,POINT(105173.591385495 105610.424493861),0,Saturday,1,0,2,4
5745,7604,POLICIA FEDERAL 2015,JULIO,33,25/07/2015,7:50:00 PM,VEHICULO - MOTO,COLISION,AVDA CABILDO & AVDA OLAZABAL,CABILDO AV. y OLAZABAL,AVENIDA,CABILDO AV. & OLAZABAL,CABILDO AV.,0,OLAZABAL,3005,16015,POINT(100459.1484375 107666.90625),0,Saturday,1,0,0,3
5744,7605,POLICIA FEDERAL 2015,JULIO,33,25/07/2015,6:54:00 PM,VEHICULO - BICICLETA,COLISION,AVDA CABILDO & MANUEL UGARTE,"CABILDO AV. y UGARTE, MANUEL",AVENIDA,"CABILDO AV. & UGARTE, MANUEL",CABILDO AV.,0,"UGARTE, MANUEL",3005,22020,POINT(100151.375 108080.9453125),0,Saturday,1,0,2,3
6131,7606,POLICIA FEDERAL 2015,JULIO,42,25/07/2015,6:45:00 PM,VEHICULO - VEHICULO,COLISION,AVDA DIRECTORIO & TIMOTEO GORDILLO,"DIRECTORIO AV. y GORDILLO, TIMOTEO",AVENIDA,"DIRECTORIO AV. & GORDILLO, TIMOTEO",DIRECTORIO AV.,0,"GORDILLO, TIMOTEO",4078,7070,POINT(96281.8125 96505.7578125),0,Saturday,1,0,1,5
5836,7607,POLICIA FEDERAL 2015,JULIO,11,25/07/2015,7:00:00 AM,VEHICULO - MOTO,COLISION,AVDA ESTADO DE ISRAEL & LAMBARE,ESTADO DE ISRAEL AV. y LAMBARE,AVENIDA,ESTADO DE ISRAEL AV. & LAMBARE,ESTADO DE ISRAEL AV.,0,LAMBARE,5086,12041,POINT(103087.0234375 103321.890625),0,Saturday,1,0,0,3
5399,7608,POLICIA FEDERAL 2015,JULIO,6,25/07/2015,6:20:00 AM,VEHICULO - VEHICULO,COLISION,AVDA. BELGRANO Y SARANDI,BELGRANO AV. y SARANDI,AVENIDA,BELGRANO AV. & SARANDI,BELGRANO AV.,0,SARANDI,2051,20071,POINT(106294.171875 101687.765625),0,Saturday,1,0,999,4
5669,7609,POLICIA FEDERAL 2015,JULIO,27,25/07/2015,10:10:00 PM,VEHICULO - VEHICULO,COLISION,CAMARGO & AVDA JUAN B JUSTO,"CAMARGO y JUSTO, JUAN B. AV.",AVENIDA,"CAMARGO & JUSTO, JUAN B. AV.",CAMARGO,0,"JUSTO, JUAN B. AV.",3033,10018,POINT(101631.632745559 103735.164152985),1,Saturday,1,0,1,1
5670,7609,POLICIA FEDERAL 2015,JULIO,27,25/07/2015,10:10:00 PM,VEHICULO - VEHICULO,COLISION,CAMARGO & AVDA JUAN B JUSTO,"CAMARGO y JUSTO, JUAN B. AV.",AVENIDA,"CAMARGO & JUSTO, JUAN B. AV.",CAMARGO,0,"JUSTO, JUAN B. AV.",3033,10018,POINT(101631.632745559 103735.164152985),1,Saturday,1,1,1,1
5995,7610,POLICIA FEDERAL 2015,JULIO,43,25/07/2015,10:00:00 AM,VEHICULO - MOTO,COLISION,CARRASCO 600,CARRASCO AV. 600,AVENIDA,600 CARRASCO AV.,CARRASCO AV.,600,0,3077,0,POINT(97225.4048734 99848.8217506),0,Saturday,1,0,2,3
5710,7611,POLICIA FEDERAL 2015,JULIO,31,25/07/2015,11:50:00 AM,VEHICULO - VEHICULO,COLISION,DORREGO  Y ZAPIOLA,DORREGO y ZAPIOLA,CALLE,DORREGO & ZAPIOLA,DORREGO,0,ZAPIOLA,4089,27008,POINT(101996.1796875 105461.0703125),0,Saturday,1,0,1,4
5711,7611,POLICIA FEDERAL 2015,JULIO,31,25/07/2015,11:50:00 AM,VEHICULO - VEHICULO,COLISION,DORREGO  Y ZAPIOLA,DORREGO y ZAPIOLA,CALLE,DORREGO & ZAPIOLA,DORREGO,0,ZAPIOLA,4089,27008,POINT(101996.1796875 105461.0703125),0,Saturday,1,1,1,4
