ID,ACUSADO,TIPO_VEHICULO_ACUSADO,MARCA_VEHICULO_ACUSADO,MODELO_VEHICULO_ACUSADO,COLECTIVO_ACUSADO,INTERNO_ACUSADO,SEXO_ACUSADO,EDAD_ACUSADO,repetido
261,CONDUCTOR,AUTO PARTICULAR,HYUNDAI,TUCSON,,,Femenino,50,
262,CONDUCTOR,AUTO PARTICULAR,LAND ROVER,146,,,Masculino,59,
263,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AGILE,,,Masculino,67,
264,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,27,
265,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,52,
266,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 84,NO HAY DATOS,Masculino,29,
266,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 84,NO HAY DATOS,Masculino,29,1
267,CONDUCTOR,AUTO PARTICULAR,BMW,530,,,Masculino,65,
268,CONDUCTOR,CAMION,SCANIA,NO HAY DATOS,,,Masculino,53,
269,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,52,
270,CONDUCTOR,CAMIONETA,TOYOTA,HILUX,,,Masculino,31,
271,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,45,
272,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 17,INT 253,Masculino,999,
273,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,35,
274,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,34,
275,CONDUCTOR,MOTO,YAMAHA,NO HAY DATOS,,,Masculino,32,
276,CONDUCTOR,AUTO PARTICULAR,AUDI,A4,,,Masculino,64,
276,PASAJERO/ACOMPAÑANTE,AUTO PARTICULAR,AUDI,A4,,,Masculino,19,
277,NO HAY DATOS,SIN DATOS,,,,,No hay datos,999,
278,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,PARTNER,,,Masculino,51,
279,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Femenino,999,
280,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,32,
281,CONDUCTOR,AUTO PARTICULAR,CITROEN,C3,,,Masculino,57,
282,CONDUCTOR,AUTO PARTICULAR,JAWA,NO HAY DATOS,,,Masculino,74,
283,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,65,
284,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,45,
285,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CRUZE,,,Masculino,35,
286,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,58,
287,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 117,INT 833,Masculino,42,
288,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,PARTNER,,,Masculino,18,
289,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,30,
290,CONDUCTOR,AUTO PARTICULAR,FIAT,PUNTO,,,Masculino,36,
291,CONDUCTOR,CAMIONETA,TOYOTA,HILUX,,,Femenino,39,
292,CONDUCTOR,CAMION,VOLKSWAGEN,10150,,,Masculino,61,
293,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,48,
294,CONDUCTOR,AUTO PARTICULAR,FIAT,DUNA,,,Masculino,65,
295,CONDUCTOR,TAXI/REMIS,SIN DATOS,NO HAY DATOS,,,Masculino,999,
296,CONDUCTOR,AUTO PARTICULAR,FIAT,DUNA,,,Masculino,17,
297,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,505,,,Masculino,59,
298,CONDUCTOR,MOTO,KELLER,NO HAY DATOS,,,Masculino,22,
299,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,41,
300,CONDUCTOR,MOTO,ZANELLA,XR,,,Masculino,48,
300,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,30,
301,CONDUCTOR,AUTO PARTICULAR,HYUNDAI,SANTA FE,,,Masculino,77,
302,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,208,,,Femenino,35,
302,CONDUCTOR,AUTO PARTICULAR,RENAULT,TRAFFIC,,,Masculino,22,
303,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,26,
303,CONDUCTOR,CAMION,FORD,400,,,Masculino,40,
304,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,26,
305,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,61,
306,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,POLO,,,Masculino,999,
307,CONDUCTOR,MOTO,MOTOMEL,NO HAY DATOS,,,Masculino,27,
307,CONDUCTOR,MOTO,GILERA,NO HAY DATOS,,,Masculino,24,
307,NO HAY DATOS,SIN DATOS,,,,,No hay datos,999,
308,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,FOCUS,,,Masculino,52,
309,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,44,
310,CONDUCTOR,AMBULANCIA,SIN DATOS,NO HAY DATOS,,,Masculino,49,
311,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,27,
312,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,PARTNER,,,Masculino,39,
313,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),FORD,ECO SPORT,,,Masculino,56,
313,CONDUCTOR,CAMION,MERCEDES BENZ,608,,,Masculino,33,
314,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,GOLF,,,Femenino,49,
315,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,28,
316,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOLF,,,No hay datos,999,
317,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,61,
317,CONDUCTOR,MOTO,MOTOMEL,110,,,Masculino,18,
318,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,308,,,Masculino,40,
319,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,37,
319,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,37,1
320,CONDUCTOR,CAMIONETA,TOYOTA,COROLLA,,,Masculino,27,
320,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,30,
321,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,TRAFFIC,,,Masculino,27,
322,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,63,
323,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 101,INT 421,Masculino,999,
324,CONDUCTOR,CAMION,MERCEDES BENZ,1318,,,Masculino,23,
325,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,36,
326,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,18,
327,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Femenino,999,
327,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Femenino,34,
328,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Masculino,17,
329,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,44,
330,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,999,
331,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,28,
332,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Femenino,28,
333,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,48,
334,CONDUCTOR,AUTO PARTICULAR,RENAULT,SANDERO,,,Masculino,76,
335,CONDUCTOR,AUTO PARTICULAR,FORD,ESCORT,,,Femenino,30,
336,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,50,
337,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SAVEIRO,,,Masculino,64,
337,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SAVEIRO,,,Masculino,64,1
338,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,60,
339,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,45,
340,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,49,
340,CONDUCTOR,MOTO,HONDA,STORM,,,Masculino,49,1
341,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
342,CONDUCTOR,CAMIONETA,TOYOTA,COROLLA,,,Masculino,27,
343,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,64,
344,CONDUCTOR,TAXI/REMIS,CHEVROLET,CORSA,,,Masculino,59,
344,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,50,
345,CONDUCTOR,AUTO PARTICULAR,RENAULT,MEGANE,,,Masculino,52,
346,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Femenino,34,
347,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,UP,,,Masculino,27,
348,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,55,
349,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,24,
350,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,43,
351,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
352,CONDUCTOR,MOTO,YAMAHA,FZ 16,,,Masculino,30,
353,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,43,
354,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 130,NO HAY DATOS,Masculino,25,
355,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,25,
356,CONDUCTOR,TAXI/REMIS,CHEVROLET,AVEO,,,Masculino,49,
357,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,37,
358,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,44,
359,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,41,
360,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,44,
361,CONDUCTOR,AUTO PARTICULAR,RENAULT,11,,,Masculino,41,
362,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,208,,,Masculino,28,
363,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,44,
364,CONDUCTOR,CAMIONETA,RENAULT,TRAFFIC,,,Masculino,43,
365,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,43,
366,CONDUCTOR,AUTO PARTICULAR,SUZUKI,MARUTI,,,Masculino,24,
366,CONDUCTOR,AUTO PARTICULAR,RENAULT,Logan,,,Masculino,999,
367,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Masculino,22,
368,CONDUCTOR,AUTO PARTICULAR,AUDI,S4,,,Masculino,47,
369,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,26,
370,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,57,
371,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,999,
372,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,SURAN,,,Masculino,46,
373,CONDUCTOR,AUTO PARTICULAR,CITROEN,C4,,,Femenino,54,
374,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,MERIVA,,,Masculino,999,
375,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,17,
376,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL COUNTRY,,,Masculino,44,
377,CONDUCTOR,MOTO,YAMAHA,Y 125,,,Masculino,19,
378,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),HONDA,FIT,,,Masculino,29,
379,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Femenino,55,
380,CONDUCTOR,TAXI/REMIS,RENAULT,Logan,,,Masculino,55,
381,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,999,
382,CONDUCTOR,AUTO PARTICULAR,NISSAN,TIIDA,,,Masculino,46,
383,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,31,
384,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Masculino,44,
385,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),TOYOTA,COROLLA,,,Masculino,999,
386,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL TREND,,,Masculino,34,
387,CONDUCTOR,CAMIONETA,MERCEDES BENZ,SPRINTER,,,Masculino,30,
388,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
389,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,52,
389,PASAJERO/ACOMPAÑANTE,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,36,
390,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,65,
391,CONDUCTOR,UTILITARIO,VOLKSWAGEN,AMAROK,,,Masculino,56,
392,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,53,
393,CONDUCTOR,TAXI/REMIS,CHEVROLET,CLASICC,,,Masculino,56,
394,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,22,
395,CONDUCTOR,CAMION,CHEVROLET,1485,,,Masculino,39,
396,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Masculino,77,
396,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Masculino,77,1
396,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Masculino,77,1
396,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,SURAN,,,Masculino,77,1
397,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,26,
398,CONDUCTOR,CAMIONETA,MERCEDES BENZ,SPRINTER,,,Femenino,27,
399,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,A160,,,Masculino,30,
400,CONDUCTOR,MOTO,BETAMOTOR,NO HAY DATOS,,,Masculino,42,
401,CONDUCTOR,UTILITARIO,SIN DATOS,NO HAY DATOS,,,Masculino,999,
402,CONDUCTOR,CAMION,MERCEDES BENZ,1215,,,Masculino,28,
403,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,68,
404,CONDUCTOR,AUTO PARTICULAR,FIAT,IDEA,,,Femenino,25,
405,CONDUCTOR,CAMION,SIN DATOS,NO HAY DATOS,,,Masculino,999,
406,CONDUCTOR,AUTO PARTICULAR,FIAT,UNO,,,Femenino,47,
407,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,42,
408,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,999,
409,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,55,
410,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,999,
411,CONDUCTOR,CAMIONETA,TOYOTA,COROLLA,,,Masculino,28,
412,CONDUCTOR,AUTO PARTICULAR,RENAULT,MASTER,,,Masculino,34,
413,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL TREND,,,Masculino,31,
414,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,55,
415,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL COUNTRY,,,Masculino,999,
416,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 9,NO HAY DATOS,Masculino,33,
417,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,46,
418,CONDUCTOR,AUTO PARTICULAR,VOLVO,S40,,,Masculino,30,
419,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,48,
420,CONDUCTOR,CAMION,MERCEDES BENZ,NO HAY DATOS,,,Masculino,42,
421,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,43,
422,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 154,INT 91,Masculino,49,
423,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,23,
424,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,56,
425,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 28,INT 78,Masculino,999,
426,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,42,
427,CONDUCTOR,CAMIONETA,CHEVROLET,400,,,Masculino,63,
428,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,38,
429,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,19,
430,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,306,,,Masculino,44,
431,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 55,Masculino,43,
431,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 55,Masculino,43,1
431,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 152,INT 55,Masculino,43,1
432,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,BORA,,,Masculino,27,
433,CONDUCTOR,CAMIONETA,FORD,F 100,,,Masculino,61,
434,CONDUCTOR,MOTO,SIN DATOS,NO HAY DATOS,,,Masculino,24,
435,CONDUCTOR,AUTO PARTICULAR,RENAULT,FLUENCE,,,Masculino,42,
435,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 166,NO HAY DATOS,Masculino,50,
436,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,31,
437,CONDUCTOR,AUTO PARTICULAR,SEAT,LEON,,,Masculino,30,
438,CONDUCTOR,CAMION,IVECO,170,,,Masculino,41,
439,CONDUCTOR,AUTO PARTICULAR,CHERY,NO HAY DATOS,,,Masculino,49,
440,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,206,,,Masculino,32,
441,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),CHEVROLET,CORSA,,,Masculino,26,
442,CONDUCTOR,TAXI/REMIS,FORD,FIESTA,,,Masculino,67,
443,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,72,
444,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),RENAULT,Logan,,,Masculino,55,
444,CONDUCTOR,MOTO,ZANELLA,ZB110,,,Masculino,19,
444,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),VOLKSWAGEN,GOL TREND,,,Masculino,66,
445,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,61,
446,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,No hay datos,35,
447,CONDUCTOR,AUTO PARTICULAR,RENAULT,19,,,Masculino,29,
448,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,46,
448,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,46,1
448,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,46,1
448,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,37,
448,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,37,1
448,CONDUCTOR,AUTO PARTICULAR,RENAULT,18,,,Masculino,37,1
449,CONDUCTOR,CAMION,MERCEDES BENZ,1620,,,Masculino,50,
450,CONDUCTOR,MOTO,SUZUKI,GN 125H,,,Masculino,38,
450,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,UP,,,Masculino,39,
451,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,43,
452,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,25,
453,CONDUCTOR,AUTO PARTICULAR,CHRYSLER,NO HAY DATOS,,,Masculino,42,
454,CONDUCTOR,AUTO PARTICULAR,FORD,FOCUS,,,Masculino,18,
455,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 115,INT 1448,Masculino,56,
456,CONDUCTOR,AUTO PARTICULAR,FIAT,IDEA,,,Masculino,50,
457,CONDUCTOR,MOTO,HONDA,WAVE,,,Masculino,26,
458,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,307,,,Masculino,44,
459,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,65,
460,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,42,
460,CONDUCTOR,AUTO PARTICULAR,FIAT,SIENA,,,Masculino,38,
461,CONDUCTOR,AUTO PARTICULAR,CITROEN,PICASSO,,,Masculino,46,
462,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,44,
463,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,VENTO,,,Masculino,44,
464,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,ONIX,,,Masculino,48,
465,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,32,
466,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AVEO,,,Masculino,55,
466,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 98,NO HAY DATOS,Masculino,38,
467,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 161,NO HAY DATOS,Masculino,32,
468,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,41,
469,CONDUCTOR,AUTO PARTICULAR,FIAT,DUCATO,,,Masculino,53,
470,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,26,
471,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,21,
472,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,75,
473,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,31,
474,CONDUCTOR,AUTO PARTICULAR,RENAULT,MASTER,,,Masculino,48,
475,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Femenino,61,
475,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CELTA,,,Femenino,35,
476,CONDUCTOR,AUTO PARTICULAR,DATSUN,NO HAY DATOS,,,Masculino,50,
477,CONDUCTOR,CAMIONETA,FORD,4000,,,Masculino,23,
478,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,24,
479,CONDUCTOR,AUTO PARTICULAR,SUZUKI,FUN,,,Masculino,67,
480,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,208,,,Masculino,33,
480,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,208,,,Masculino,33,1
481,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,37,
482,CONDUCTOR,MOTO,HONDA,CBX 150 CC,,,Masculino,41,
482,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,SURAN,,,Masculino,35,
483,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,29,
484,CONDUCTOR,BICICLETA,SIN DATOS,NO HAY DATOS,,,Masculino,36,
485,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 12,INT 48,Masculino,31,
486,CONDUCTOR,AUTO PARTICULAR,HONDA WAVE,GOL,,,Masculino,56,
487,CONDUCTOR,AUTO (no se especifica si es particular o de alquiler),HONDA,ACCORD,,,Masculino,33,
488,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,AVEO,,,Masculino,50,
489,CONDUCTOR,MOTO,HONDA,CG TITAN,,,Masculino,34,
490,CONDUCTOR,AUTO PARTICULAR,RENAULT,CLIO,,,Femenino,51,
491,CONDUCTOR,CAMIONETA,VOLKSWAGEN,GOL,,,Masculino,31,
492,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,MERIVA,,,Masculino,71,
493,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,Masculino,56,
494,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,408,,,Masculino,56,
495,CONDUCTOR,TRANSPORTE PUBLICO,,,NO HAY DATOS,NO HAY DATOS,Masculino,31,
496,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,61,
497,CONDUCTOR,AUTO PARTICULAR,DODGE,500,,,Masculino,32,
498,CONDUCTOR,MOTO,GILERA,VC 150,,,Masculino,19,
498,CONDUCTOR,MOTO,MOTOMEL,170 CC,,,Masculino,43,
498,CONDUCTOR,MOTO,GILERA,VC 150,,,Masculino,19,1
499,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,51,
499,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,63,
500,CONDUCTOR,AUTO PARTICULAR,VOLKSWAGEN,GOL,,,No hay datos,999,
501,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 29,NO HAY DATOS,Masculino,36,
502,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,49,
503,CONDUCTOR,AUTO PARTICULAR,MERCEDES BENZ,C 250,,,Masculino,39,
504,PASAJERO/ACOMPAÑANTE,MOTO,HONDA,TORNADO,,,Masculino,34,
504,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,CORSA,,,Masculino,62,
505,CONDUCTOR,AUTO PARTICULAR,SIN DATOS,NO HAY DATOS,,,Masculino,999,
506,CONDUCTOR,AUTO PARTICULAR,CITROEN,XSARA,,,Masculino,43,
507,CONDUCTOR,TAXI/REMIS,VOLKSWAGEN,VOYAGE,,,Masculino,54,
508,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Masculino,24,
509,CONDUCTOR,AUTO PARTICULAR,DODGE,JOURNEY,,,Masculino,45,
510,CONDUCTOR,MOTO,HONDA,125,,,Masculino,33,
511,CONDUCTOR,AUTO PARTICULAR,RENAULT,TWINGO,,,Masculino,47,
512,CONDUCTOR,AUTO PARTICULAR,PEUGEOT,207,,,Femenino,39,
513,CONDUCTOR,TRANSPORTE PUBLICO,,,LINEA 37,INT 23,Masculino,35,
514,CONDUCTOR,AUTO PARTICULAR,RENAULT,KANGOO,,,Masculino,42,
515,CONDUCTOR,TAXI/REMIS,PEUGEOT,PARTNER,,,Masculino,37,
516,CONDUCTOR,AUTO PARTICULAR,FIAT,PALIO,,,Masculino,31,
517,CONDUCTOR,TAXI/REMIS,FIAT,SIENA,,,Masculino,47,
518,CONDUCTOR,AUTO PARTICULAR,FORD,FIESTA,,,Masculino,24,
519,CONDUCTOR,AUTO PARTICULAR,CHEVROLET,SPIN,,,Masculino,45,
520,CONDUCTOR,AUTO PARTICULAR,HONDA,FIT,,,Masculino,28,
